"Item_id","price"
1,11.2221774752725
2,12.5648925768243
3,46.6114402476785
4,22.4129692012946
5,14.3433930095307
6,17.6887180124041
7,30.5939280098561
8,17.7518939737106
9,20.9920321472823
10,14.2979364303753
11,29.5484166187529
12,13.5826953463296
13,22.5820332636159
14,31.4749263292276
15,14.5204384287203
16,23.8730779460678
17,19.9530675100053
18,17.6629034089088
19,24.1516164168388
20,9.81662939292284
21,14.4494592424328
22,14.4799835719634
23,19.1589817224179
24,22.695831337453
25,24.2630375149762
26,15.8465478028813
27,22.2189964752181
28,20.7355888878683
29,53.0991602645892
30,22.328753540463
31,24.7435700443041
32,14.5961791159711
33,50.5068625618467
34,19.8634429735008
35,13.2194127041754
36,18.106329344758
37,14.691018710875
38,13.5261684881425
39,15.3293386324747
40,18.0828564114611
41,73.2817613447124
42,71.343430393345
43,28.4390916436965
44,12.5093535522939
45,16.7216917179738
46,13.7344910652226
47,20.3990483718725
48,17.5890285446141
49,21.6555764722747
50,18.5510637528686
51,10.4214707192277
52,28.4480828769595
53,17.2880723525595
54,37.5312772660382
55,14.8211048673987
56,14.6139207717463
57,31.2472159149477
58,15.3293386324747
59,13.1697792406324
60,21.2492102717777
61,24.9465447043557
62,22.1142397679181
63,18.9688977576295
64,32.2622905013625
65,17.3418183367556
66,31.8310434836826
67,26.8347845997439
68,22.4501953725165
69,19.8634429735008
70,13.4136779926398
71,18.0373780192822
72,14.9954143741198
73,30.3600367995538
74,12.9899094764709
75,19.3173712549062
76,19.9299208435314
77,27.5032580427452
78,12.3015575396208
79,9.81662939292284
80,36.2376529062484
81,18.4940422231615
82,18.4307994949122
83,46.2770620868505
84,19.9530675100053
85,19.1173416190318
86,22.7412597587678
87,18.0386706592717
88,12.5648925768243
89,12.2891557978695
90,17.6629034089088
91,17.8771563216945
92,16.5723060865224
93,14.691018710875
94,50.3469344587571
95,64.9368325115671
96,21.9355746914781
97,13.4792601341826
98,20.5758472485561
99,18.5047945570895
100,22.0238171696484
101,16.884275825543
102,26.082770632219
103,24.0120534655431
104,30.8120955620292
105,17.6629034089088
106,13.412252335241
107,18.5540681103198
108,12.9944573455951
109,20.1530518684695
110,39.3121894116462
111,25.3505091272873
112,18.683828065824
113,18.5690433997231
114,14.0152677392977
115,38.7443147819645
116,23.8730779460678
117,14.0050420187622
118,11.9714035134248
119,18.5690433997231
120,42.510881515268
121,24.0842317767753
122,13.2556024205062
123,19.5133459689295
